-1,23,65,6,8,7.5,8,7.5,7.5,1392,454,1,23,69,5,8,7.5,8,7,7,970,498,2
-1,26,64,5.5,7.5,7.5,8,7,7.5,587,435,1,25,72,7,7.5,7,7,7,7.5,582,115,2
-1,28,65,6,7.5,7.5,7.5,8,8,494,229,1,27,70,7,7.5,7,7.5,8.5,8,568,22,2
-1,29,64,6,8,7,8.5,7,7.5,378,229,1,28,71,4.5,8,7.5,8,8,7.5,494,316,2
-1,26,63,5,7.5,7.5,8,7.5,7,234,429,1,29,69,5.5,7.5,7.5,7.5,7.5,7.5,423,230,1
-1,27,70,7.5,7.5,8.5,7.5,8,8,1077,402,1,30,74,5,7.5,7.5,7.5,7,7.5,1032,418,2
-1,23,60,6.5,7.5,7.5,7.5,7.5,7,1259,230,1,24,72,5.5,7.5,7.5,7.5,8.5,7.5,1599,230,2
-1,23,69,5.5,8,7.5,8,7.5,7,1906,588,1,27,69,5.5,8,7,7.5,7,7,437,191,1
-1,24,67,5.5,7,7.5,7.5,7.5,7,700,462,1,26,67,5,8,7.5,8,8.5,8,1049,140,2
-1,27,69,6,8.5,7.5,8,8.5,7.5,962,452,1,24,72,6,7.5,7,8,7,7.5,319,162,2
-1,27,63,6,7,7.5,7,8.5,7.5,727,91,1,30,74,5,7.5,7.5,8,8,7.5,1529,157,2
-1,24,65,6,7.5,7.5,8,7.5,7.5,1131,431,1,23,68,4.5,8,7,8,7.5,7.5,676,214,2
-1,26,67,6,7.5,7.5,7.5,7.5,7.5,1002,229,1,24,70,5.5,7.5,7.5,7.5,7.5,7.5,1092,229,1
-1,25,63,6.5,8,7.5,8,7,7.5,754,622,1,24,69,5,8,7.5,7.5,7.5,7.5,920,569,1
-1,24,62,7.5,7.5,7.5,8,7.5,7.5,1506,634,1,24,75,6.5,8,7.5,8,7.5,7.5,1556,483,1
-1,27,66,6,8,8,8,8.5,8,913,499,1,28,69,6.5,8,8,8,8,7.5,1275,172,1
-1,28,64,5.5,7.5,7.5,7.5,7.5,7,771,230,1,26,70,5.5,7.5,7.5,7.5,7,7.5,809,77,1
-1,25,68,6.5,7.5,8,7.5,8,7.5,961,481,1,27,76,7.5,8,8,8,8.5,8,3057,119,2
-1,24,71,5.5,7.5,7,7.5,7,7,1505,230,1,29,71,5,8,6.5,8,7,7,868,492,2
-1,25,62,5.5,7.5,7.5,7.5,8,7.5,977,451,1,25,71,7,7.5,8,8,8,7.5,1150,216,1
-1,23,67,5.5,7.5,7.5,7.5,8,7.5,723,213,1,24,74,5,7.5,7.5,7.5,7.5,7.5,740,230,1
-1,28,63,6,7.5,7.5,7.5,7.5,7.5,1623,411,1,26,67,4.5,7.5,7.5,8,8,8,1441,442,2
-1,24,64,7.5,8,8,8,7.5,7,1739,400,1,27,77,7,8,8,7.5,8.5,7.5,667,204,1
-1,23,67,6,7.5,7.5,7.5,7.5,7,681,126,1,23,69,5.5,7.5,7.5,7.5,7.5,7.5,745,442,1
-1,25,70,7,7.5,8,7.5,7.5,7.5,1104,431,1,25,73,6.5,8,7.5,8,8.5,7.5,1057,408,1
-1,24,64,7.5,7.5,7,7.5,6.5,7,1149,230,1,26,72,6,8,7,8,7,7,482,224,1
-1,23,64,5.5,7.5,7.5,7.5,8,7.5,973,405,1,23,72,6,7.5,8,8,8,7.5,1420,571,2
-1,24,63,5.5,7.5,7.5,8,8,7.5,773,217,1,26,72,6,8,7.5,8,8.5,7.5,1232,227,2
-1,26,68,5.5,8.5,7.5,8.5,7,7,622,416,1,25,74,6,7.5,7.5,7.5,7.5,7.5,358,165,2
-1,24,68,5,7.5,7.5,7.5,7.5,7.5,1199,230,1,29,67,5,7.5,7.5,7.5,7.5,7.5,505,208,1
-1,24,70,5,8,7.5,8,7.5,7.5,616,315,1,23,75,6,8,7,8,7,6.5,1423,409,1
-1,24,63,7.5,7,7.5,7.5,7.5,7.5,1845,430,1,26,79,6,7.5,7.5,7.5,7.5,7.5,939,527,2
-1,25,64,7.5,7.5,8,7.5,7.5,7.5,856,498,1,25,72,7,7.5,7,7.5,7.5,7.5,1240,276,2
-1,22,64,6.5,7.5,7.5,7.5,7,7,1502,230,1,22,69,6,7.5,7,7.5,8,7.5,983,229,2
-1,29,65,6,7.5,7.5,7.5,7.5,7.5,678,430,1,29,72,7,8,7.5,8,8,7.5,2742,229,2
-1,22,61,6.5,7.5,7.5,8,7.5,7.5,1500,229,1,22,75,7,7.5,7.5,7.5,7.5,7,1410,230,1
-1,24,62,5.5,7,7.5,7.5,7.5,7.5,1485,489,1,24,77,6.5,8,7.5,7.5,8,7.5,811,214,2
-1,25,64,6,8,7.5,8,7.5,7.5,1251,442,1,24,74,6,8,7.5,8.5,7.5,7.5,844,230,2
-1,29,60,7,8,7.5,8,6.5,7,417,490,1,29,73,5,7.5,7.5,8,7,7.5,635,447,1
-1,24,66,6,8,7.5,8,7.5,7.5,1699,527,1,25,66,6.5,8,7,8.5,8,7.5,752,336,2
-1,27,66,5.5,8,7,8,7,7.5,743,230,1,28,70,5.5,8,7.5,8,7.5,7.5,596,403,1
-1,25,66,5.5,8,7,7.5,7,7.5,813,229,1,26,71,5.5,8,7,8,7.5,7.5,661,227,2
-1,23,72,6,7.5,7.5,8,7.5,7.5,1858,404,1,26,75,5.5,8.5,7.5,8,7,7.5,609,429,2
-1,26,64,5.5,7.5,7.5,7.5,7.5,7.5,1551,722,1,28,72,4,7,7,7.5,7,7,981,434,2
-1,25,67,6,7,7,7,7,7,458,58,1,28,74,6.5,7.5,7.5,7.5,7.5,7.5,828,230,1
-1,25,64,6,8,7.5,8,7.5,7.5,1072,435,1,25,72,5.5,8,7,8,8,7.5,862,404,2
-1,24,64,6.5,8,7.5,8,7.5,7.5,1107,522,1,28,70,7,8,7.5,8,8.5,7.5,487,146,2
-1,23,64,7.5,7.5,7.5,8,8,7.5,1405,230,1,22,72,6.5,8,7.5,8,8.5,7.5,970,212,2
-1,24,64,5.5,8,7.5,8.5,7.5,7.5,953,406,1,24,76,6.5,8,7.5,8,7.5,7.5,640,407,2
-1,28,62,6.5,8,7.5,7.5,8,7.5,1666,204,1,29,72,5.5,7.5,7.5,7.5,7.5,7.5,1501,118,1
-1,24,70,6,7.5,7.5,7.5,7.5,7.5,833,25,1,25,72,6.5,7.5,7.5,7.5,7.5,7.5,943,230,1
-1,24,66,6.5,8,7.5,8,7.5,7.5,1159,512,1,27,69,6.5,7.5,7,7.5,7.5,7.5,229,350,1
-1,23,63,5,7.5,7,8,7.5,7,870,400,1,24,68,5.5,8,7.5,8,7.5,7.5,1104,409,2
-1,22,62,4.5,8,7,7.5,8,7.5,601,480,1,24,69,4,7.5,7,7.5,7,7,324,181,2
-1,23,67,6,7.5,7,7.5,7.5,7.5,1028,454,1,23,67,6.5,8,7,8,7.5,7.5,1131,530,1
-1,26,64,7.5,7.5,7,7.5,7.5,7.5,1070,492,1,25,73,7,7.5,7,8,7.5,7.5,2925,410,1
-1,26,63,6,8,7.5,8,7.5,7.5,870,151,1,28,73,6.5,7.5,8,8,8.5,8,2801,386,2
-1,25,64,5.5,8,7,8,7,7,958,490,1,23,68,4.5,8,7.5,8,7,7.5,543,332,1
-1,23,62,5.5,7.5,7.5,7.5,8,7.5,938,230,1,23,71,7,8,7.5,8,8,7.5,1163,436,2
-1,24,61,6,8,7.5,8,7.5,7.5,979,474,1,23,73,5.5,8,7.5,8,7.5,7.5,781,200,1
-1,24,61,6,8,7.5,8,8,7.5,744,228,1,24,75,5.5,8,7,8,7,7,580,230,1
-1,24,66,5,7.5,7.5,7.5,7.5,7.5,918,576,1,24,68,5,8,7.5,8,7.5,7.5,1492,411,1
-1,24,66,6.5,8,7,8,7.5,7.5,868,230,1,23,68,5.5,8,7.5,8,7,7.5,1004,101,1
-1,25,64,6.5,7.5,7,7.5,8,7,759,407,1,26,70,5.5,7.5,7.5,7.5,8,7.5,802,230,1
-1,26,64,5.5,8,7.5,7.5,7.5,7.5,201,316,1,28,72,6,7.5,7.5,8,7,7,306,248,1
-1,23,67,5.5,8,7.5,8,8,7,421,221,1,25,67,3,7.5,7.5,7,7.5,7.5,1070,250,2
-1,28,65,5,8,7,8.5,7.5,7.5,709,405,1,23,68,5,8,7.5,8,8,7.5,1193,400,2
-1,25,64,7,7.5,7.5,7.5,8,7.5,1002,213,1,25,73,6,7.5,7.5,7.5,7.5,7.5,895,221,2
-1,27,70,6,7.5,7.5,7.5,8,7.5,1091,230,1,26,65,5,7.5,7.5,7.5,8,7.5,878,230,2
-1,26,66,5,7.5,7.5,7.5,8,7.5,1218,230,1,25,72,6,7.5,7.5,8,7.5,7.5,1307,224,2
-1,22,69,6,8,7.5,8,7.5,7.5,1428,230,1,23,69,5.5,8,7,8.5,7,7.5,496,221,1
-1,27,63,7,7.5,7.5,8,7,7.5,985,524,1,26,70,6.5,8,7.5,7.5,7.5,7.5,1296,495,1
-1,23,63,5,7.5,7.5,7.5,8,7.5,623,394,1,23,69,5,8,7,7.5,7.5,7.5,1887,501,2
-1,23,62,5.5,7.5,7.5,8,7.5,7.5,604,229,1,25,68,5.5,7.5,7.5,8,7.5,7.5,696,230,2
-1,28,63,6,8,7,7.5,7.5,7,448,230,1,32,67,5.5,7.5,7.5,7.5,8,7.5,910,212,2
-1,26,61,4.5,8,7,7.5,7,7,1315,391,1,27,74,4,8,6.5,7.5,7,7,827,556,2
-1,23,65,6.5,7.5,7.5,7.5,7,7,421,230,1,24,72,6,7.5,7.5,7.5,7.5,7,637,230,1
-1,22,63,6,7.5,7.5,7.5,8,7.5,538,420,1,23,71,5.5,8,7.5,7.5,8,7.5,1555,230,2
-1,21,65,7,8,7,8,7.5,7,1879,230,1,24,75,6,7.5,7,7.5,7.5,7.5,952,235,2
-1,27,67,4.5,7.5,7,7.5,7,7.5,719,460,1,25,72,5.5,7.5,7,7.5,7.5,7.5,595,288,1
-1,24,62,5.5,8,7,8,7,7.5,954,551,1,24,68,5,7.5,7,7.5,7,7,362,249,2
-1,25,67,6,7.5,7.5,8,7,7.5,1021,230,1,28,70,6,8,7.5,8,7,7.5,1177,127,2
-1,27,60,5,7.5,7.5,7.5,7.5,7.5,587,227,1,29,66,5.5,8,7.5,7.5,7.5,7.5,792,230,2
-1,27,67,6,8,7.5,8,7.5,7.5,873,489,1,30,71,6,8,7.5,8,8,8,711,469,1
-1,23,71,5.5,7.5,7,7.5,7,7.5,1161,574,1,24,74,5,8,7,7,7.5,7.5,378,306,1
-1,28,62,5.5,7.5,7.5,7.5,7.5,7.5,1081,400,1,27,69,5.5,8,7.5,8,8,7.5,502,414,2
-1,23,71,5.5,7.5,7.5,7.5,8,7,504,430,1,25,70,5,7.5,7.5,7.5,7.5,7.5,295,217,2
-1,30,68,6.5,7.5,7.5,7.5,7.5,7.5,320,105,1,30,72,6,8,7.5,7.5,8.5,7.5,1086,128,1
-1,22,66,5.5,8,7.5,8,8,7.5,786,567,1,23,67,5,8,7.5,8,8,7.5,1157,230,2
-1,25,65,5,7.5,7,7.5,8.5,8,765,195,1,25,74,4.5,8,7.5,8,8,7.5,646,446,1
-1,23,64,6.5,8,7,7.5,7,7,368,446,1,26,69,5,7.5,7.5,7.5,8,7.5,915,448,1
-1,22,64,6,8,7.5,8,7.5,7.5,796,230,1,23,72,6,7.5,8,8,8,7.5,1337,229,2
-1,27,67,6.5,7.5,7.5,7.5,7,7,2697,230,1,25,72,6,8,7.5,7.5,8,7.5,1095,230,2
-1,27,64,5.5,7.5,7.5,7.5,8.5,7.5,512,138,1,26,70,6,7.5,7.5,7.5,8.5,7.5,448,120,2
-1,26,65,5.5,7.5,7,7.5,7.5,7.5,294,223,1,27,70,4.5,7,7,7,8,7.5,688,26,1
-1,23,69,6.5,8,7,9,7,7,923,468,1,24,70,6,8,7.5,8,7.5,7.5,1263,504,2
-1,25,61,6.5,7.5,7.5,7.5,7,7,743,230,1,25,72,6,7.5,7.5,7.5,7.5,7.5,479,230,1
-1,26,63,8,7.5,7.5,8,7.5,7.5,634,250,1,25,72,6.5,8,7.5,8,8,8,773,532,1
-1,23,68,4.5,8,7.5,8,7,7.5,478,555,1,23,71,5,7.5,7.5,8,8.5,8,810,185,1
-1,23,67,6.5,8,8,8,7,7.5,1616,474,1,23,76,7,8,7.5,8,8,7.5,521,230,2
-1,29,71,5.5,7.5,7.5,8,7.5,7.5,486,399,1,27,72,6.5,8,7.5,8,8,7.5,1443,230,2
-1,26,61,5,7.5,7,7.5,8,7.5,835,229,1,35,71,4.5,7.5,7.5,7.5,8,7.5,820,211,1
